name,taxid,rank
"Marinobacter salsuginis","418719","species"
"Marinomonas mediterranea","119864","species"
"Zetaproteobacteria","580370","class"
"Mariprofundales","580371","order"
"Mariprofundaceae","580372","family"
"Mariprofundus","377315","genus"
"Mariprofundus aestuarium","1921086","species"
"Marinomonas foliarum","491950","species"
"Marinomonas posidonica","936476","species"
"Mariprofundus ferrinatatus","1921087","species"
"Marmoricola","86795","genus"
"Marmoricola scoriae","642780","species"
"Marivirgaceae","2762301","family"
"Marivirga","869806","genus"
"Marivirga tractuosa","1006","species"
"Maritalea","623276","genus"
"Maritalea myrionectae","454601","species"
"Marivivens","1759396","genus"
"Marisediminicola","1230698","genus"
"Marisediminicola antarctica","674079","species"
"Martelella","293088","genus"
"Martelella lutilitoris","2583532","species"
"Martelella endophytica","1486262","species"
"Martelella mediterranea","293089","species"
"Massilia","149698","genus"
"Massilia albidiflava","321983","species"
"Massilia armeniaca","2072590","species"
"Massilia lutea","321985","species"
"Massilia flava","871742","species"
"Massilia plicata","321984","species"
"Marinovum","367771","genus"
"Marinovum algicola","42444","species"
"Massilia violaceinigra","2045208","species"
"Selenomonadales","909929","order"
"Selenomonadaceae","1843491","family"
"Megamonas","158846","genus"
"Megamonas hypermegale","158847","species"
"Megasphaera","906","genus"
"Megasphaera elsdenii","907","species"
"Megamonas funiformis","437897","species"
"Massilia umbonata","864828","species"
"Massilia timonae","47229","species"
"Megasphaera stantonii","2144175","species"
"Megasphaera hexanoica","1675036","species"
"Meiothermus","65551","genus"
"Meiothermus silvanus","52022","species"
"Melaminivora","1649468","genus"
"Meiothermus taiwanensis","172827","species"
"Melissococcus","33969","genus"
"Melissococcus plutonius","33970","species"
"Melioribacteraceae","1334117","family"
"Melioribacter","1134403","genus"
"Melioribacter roseus","1134405","species"
"Meiothermus ruber","277","species"
"Mesoflavibacter","444051","genus"
"Mesoplasma","46239","genus"
"Mesoplasma entomophilum","2149","species"
"Mesoplasma coleopterae","324078","species"
"Mesoplasma florum","2151","species"
"Melittangium","44","genus"
"Melittangium boletus","83453","species"
"Mesoplasma tabanidae","219745","species"
"Mesorhizobium","68287","genus"
"Mesorhizobium amorphae","71433","species"
"Mesorhizobium australicum","536018","species"
"Mesoplasma syrphidae","225999","species"
"Mesorhizobium ciceri","39645","species"
"Mesorhizobium erdmanii","1777866","species"
"Mesorhizobium japonicum","2066070","species"
"Mesorhizobium jarvisii","1777867","species"
"Mesorhizobium huakuii","28104","species"
"Mesorhizobium loti","381","species"
"Mesorhizobium oceanicum","1670800","species"
"Mesorhizobium opportunistum","593909","species"
"Mesotoga","1184396","genus"
"Mesotoga prima","1184387","species"
"Metalysinibacillus","2703676","genus"
"Metalysinibacillus saudimassiliensis","1461583","species"
"Methylacidiphilae","1955630","class"
"Methylacidiphilales","717963","order"
"Methylacidiphilaceae","717964","family"
"Methylacidiphilum","511745","genus"
"Methylacidiphilum infernorum","511746","species"
"Metabacillus","2675233","genus"
"Methylacidimicrobium","1541670","genus"
"Methylacidiphilum kamchatkense","431057","species"
"Methylibium","316612","genus"
"Methylibium petroleiphilum","105560","species"
"Methylobacteriaceae","119045","family"
"Methylobacterium","407","genus"
"Methylobacterium durans","2202825","species"
"Methylobacterium aquaticum","270351","species"
"Methylobacterium brachiatum","269660","species"
"Methylobacterium indicum","1775910","species"
"Methylobacterium mesophilicum","39956","species"
"Methylobacterium oryzae","334852","species"
"Methylobacterium phyllosphaerae","418223","species"
"Methylobacterium nodulans","114616","species"
"Methylobacterium currus","2051553","species"
"Methylobacillus","404","genus"
"Methylobacillus flagellatus","405","species"
"Methylobacterium radiotolerans","31998","species"
"Methylocella","120652","genus"
"Methylocella silvestris","199596","species"
"Methylobacterium terrae","2202827","species"
"Methyloceanibacter","1484898","genus"
"Methyloceanibacter caenitepidi","1384459","species"
"Methylocaldum","73778","genus"
"Methylocaldum marinum","1432792","species"
"Methylococcus","413","genus"
"Methylococcus capsulatus","414","species"
"Methylocystaceae","31993","family"
"Methylocystis","133","genus"
"Methylocystis bryophila","655015","species"
"Methylocystis heyeri","391905","species"
"Methylocystis rosea","173366","species"
"Methylocystis parvus","134","species"
"Methyloligella","1485594","genus"
"Methylomonas","416","genus"
"Methylomonas koyamae","702114","species"
"Methylomonas methanica","421","species"
"Methylomonas denitrificans","1538553","species"
"Methylophaga","40222","genus"
"Sporomusaceae","1843490","family"
"Methylomusa","2093783","genus"
"Methylomusa anaerophila","1930071","species"
"Methylophilus","16","genus"
"Methylophilus medardicus","2588534","species"
"Methyloprofundus","1565313","genus"
"Methylorubrum","2282523","genus"
"Methylorubrum extorquens","408","species"
"Methylorubrum populi","223967","species"
"Methylorubrum zatmanii","29429","species"
"Methylotenera","359407","genus"
"Methylotenera versatilis","1055487","species"
"Methylosinus","425","genus"
"Methylosinus trichosporium","426","species"
"Methylotuvimicrobium","2822410","genus"
"Methylotuvimicrobium alcaliphilum","271065","species"
"Methylotuvimicrobium buryatense","95641","species"
"Methylovorus","81682","genus"
"Methylovorus glucosotrophus","266009","species"
"Methylovirgula","1156568","genus"
"Methylovirgula ligni","569860","species"
"Methylovulum","762296","genus"
"Methylovulum psychrotolerans","1704499","species"
"Methyloversatilis","378210","genus"
"Methylotenera mobilis","359408","species"
"Micavibrio","213485","genus"
"Micavibrio aeruginosavorus","349221","species"
"Microbacterium","33882","genus"
"Microbacterium aurum","36805","species"
"Microbacterium caowuchunii","2614638","species"
"Microbacterium chocolatum","84292","species"
"Microbacterium esteraromaticum","57043","species"
"Microbacterium hominis","162426","species"
"Microbacterium foliorum","104336","species"
"Microbacterium lushaniae","2614639","species"
"Microbacterium lemovicicum","1072463","species"
"Microbacterium oleivorans","273677","species"
"Microbacterium oxydans","82380","species"
"Microbacterium paraoxydans","199592","species"
"Microbacterium pygmaeum","370764","species"
"Microbacterium protaetiae","2509458","species"
"Microbacterium paludicola","300019","species"
"Microbacterium oryzae","743009","species"
"Microbacterium schleiferi","69362","species"
"Microbacterium sediminis","904291","species"
"Microbacterium sp. str. 'China'","2103230","species"
"Microbulbiferaceae","1706373","family"
"Microbulbifer","48073","genus"
"Microbulbifer agarilyticus","260552","species"
"Microbulbifer aggregans","1769779","species"
"Microbacterium wangchenii","2541726","species"
"Microbulbifer hydrolyticus","48074","species"
"Microbacterium testaceum","2033","species"
"Microbulbifer thermotolerans","252514","species"
"Microcella","337004","genus"
"Microcella alkaliphila","279828","species"
"Micrococcus","1269","genus"
"Micrococcus luteus","1270","species"
"Microcystaceae","1890449","family"
"Microcystis","1125","genus"
"Microcystis aeruginosa","1126","species"
"Microcoleus","44471","genus"
"Microcystis viridis","44822","species"
"Microlunatus","29404","genus"
"Microlunatus phosphovorus","29405","species"
"Microcystis panniformis","513223","species"
"Microlunatus soli","630515","species"
"Micromonospora","1873","genus"
"Micromonospora aurantiaca","47850","species"
"Micromonospora auratinigra","261654","species"
"Micromonospora carbonacea","47853","species"
"Micromonospora chokoriensis","356851","species"
"Micromonospora coriariae","285665","species"
"Micromonospora coxensis","356852","species"
"Micromonospora craniellae","2294034","species"
"Micromonospora echinospora","1877","species"
"Micromonospora echinaurantiaca","47857","species"
"Micromonospora echinofusca","47858","species"
"Micromonospora krabiensis","307121","species"
"Microlunatus sagamiharensis","546874","species"
"Micromonospora endophytica (Xie et al. 2001) Li et al. 2019","515350","species"
"Micromonospora maris","1003110","species"
"Micromonospora narathiwatensis","299146","species"
"Micromonospora inositola","47865","species"
"Micromonospora rifamycinica","291594","species"
"Micromonospora siamensis","299152","species"
"Micromonospora sagamiensis","47875","species"
"Micromonospora purpureochromogenes","47872","species"
"Micromonospora terminaliae","1914461","species"
"Micromonospora tulbaghiae","479978","species"
"Micromonospora zamorensis","709883","species"
"Micromonospora viridifaciens","1881","species"
"Microvirga","186650","genus"
"Microvirga thermotolerans","2651334","species"
"Microvirgula","57479","genus"
"Microvirgula aerodenitrificans","57480","species"
"Minicystis","1649470","genus"
"Minicystis rosea","888845","species"
"Mixta","2100764","genus"
"Mixta calida","665913","species"
"Mitsuaria","65047","genus"
"Mixta gaviniae","665914","species"
"Mixta theicola","1458355","species"
"Mobiluncus","2050","genus"
"Mobiluncus curtisii","2051","species"
"Mixta intestinalis","1615494","species"
"Microterricola","518733","genus"
"Microterricola viridarii","412690","species"
"Modestobacter","88138","genus"
"Modestobacter marinus","477641","species"
"Mogibacterium","86331","genus"
"Mogibacterium pumilum","86332","species"
"Monaibacterium","2029873","genus"
"Moorella","44260","genus"
"Moorella glycerini","55779","species"
"Oscillatoriaceae","1892254","family"
"Moorea","1155738","genus"
"Moorea producens","1155739","species"
"Moorella thermoacetica","1525","species"
"Microvirga ossetica","1882682","species"
"Moraxella","475","genus"
"Moraxella bovis","476","species"
"Monoglobus","2039302","genus"
"Monoglobus pectinilyticus","1981510","species"
"Moraxella bovoculi","386891","species"
"Mogibacterium diversum","114527","species"
"Moraxella catarrhalis","480","species"
"Moraxella nonliquefaciens","478","species"
"Moraxella osloensis","34062","species"
"Moraxella ovis","29433","species"
"Morganella","581","genus"
"Morganella morganii","582","species"
"Aquirhabdus","2824158","genus"
"Aquirhabdus parva","2283318","species"
"Moraxella cuniculi","34061","species"
"Moritellaceae","267891","family"
"Moritella","58050","genus"
"Moritella marina","90736","species"
"Moritella yayanosii","69539","species"
"Mucilaginibacter","423349","genus"
"Mucilaginibacter ginkgonis","2682091","species"
"Mucilaginibacter gotjawali","1550579","species"
"Mucilaginibacter gossypii","551996","species"
"Mucilaginibacter ginsenosidivorans","398053","species"
"Mucilaginibacter mali","2740462","species"
"Mucilaginibacter rubeus","2027860","species"
"Mucilaginibacter mallensis","652787","species"
"Mucilaginibacter celer","2305508","species"
"Mumia","1546255","genus"
"Muribaculum","1918540","genus"
"Muribaculum gordoncarteri","2530390","species"
"Mucilaginibacter ginsenosidivorax","862126","species"
"Mucilaginibacter xinganensis","1234841","species"
"Muribaculum intestinale","1796646","species"
"Mucinivorans","1611681","genus"
"Mucinivorans hirudinis","1433126","species"
"Muricauda","111500","genus"
"Muricauda lutaonensis","516051","species"
"Muricauda ruestringensis","111501","species"
"Muriicola","762641","genus"
"Mycetohabitans","2571159","genus"
"Mycetohabitans rhizoxinica","412963","species"
"Mycetocola","76634","genus"
"Mycetocola zhujimingii","2079792","species"
"Mycoavidus","1810868","genus"
"Mycoavidus cysteinexigens","1553431","species"
"Mycobacterium","1763","genus"
"Mycobacterium avium","1764","species"
"Mycobacterium basiliense","2094119","species"
"Mycobacterium branderi","43348","species"
"Mycobacterium canettii","78331","species"
"Mycobacterium conspicuum","44010","species"
"Mycobacterium dioxanotrophicus","482462","species"
"Mycobacterium cookii","1775","species"
"Mycobacterium florentinum","292462","species"
"Mycobacterium grossiae","1552759","species"
"Mycobacterium heckeshornense","110505","species"
"Mycobacterium gallinarum","39689","species"
"Mycobacterium gordonae","1778","species"
"Mycobacterium heidelbergense","53376","species"
"Mycobacterium intracellulare","1767","species"
"Mycobacterium haemophilum","29311","species"
"Mycobacterium kansasii","1768","species"
"Mycobacterium lacus","169765","species"
"Mycobacterium leprae","1769","species"
"Mycobacterium kubicae","120959","species"
"Mycobacterium lepraemurium","64667","species"
"Mycobacterium marinum","1781","species"
"Mycobacterium liflandii","261524","species"
"Mycobacterium mantenii","560555","species"
"Mycobacterium marseillense","701042","species"
"Mycobacterium paragordonae","1389713","species"
"Mycobacterium noviomagense","459858","species"
"Mycobacterium orygis","1305738","species"
"Mycobacterium novum","2492438","species"
"Mycobacterium paraseoulense","590652","species"
"Mycobacterium parmense","185642","species"
"Mycobacterium riyadhense","486698","species"
"Mycobacterium pseudoshottsii","265949","species"
"Mycobacterium shigaense","722731","species"
"Mycobacterium saskatchewanense","220927","species"
"Mycobacterium simiae","1784","species"
"Mycobacterium shottsii","133549","species"
"Mycobacterium seoulense","386911","species"
"Mycobacterium shinjukuense","398694","species"
"Mycobacterium stomatepiae","470076","species"
"Mycobacterium tuberculosis","1773","species"
"Mycobacterium ulcerans","1809","species"
"Mycobacteroides","670516","genus"
"Mycobacteroides abscessus","36809","species"
"Mycobacterium xenopi","1789","species"
"Mycobacteroides chelonae","1774","species"
"Mycobacteroides saopaulense","1578165","species"
"Mycobacteroides immunogenum","83262","species"
"Mycolicibacter","1073531","genus"
"Mycolicibacter minnesotensis","1118379","species"
"Mycolicibacillus","2126281","genus"
"Mycolicibacillus koreensis","1069220","species"
"Mycolicibacter terrae","1788","species"
"Mycolicibacterium","1866885","genus"
"Mycolicibacterium anyangense","1431246","species"
"Mycolicibacterium arabiense","1286181","species"
"Mycolicibacterium aichiense","1799","species"
"Mycolicibacterium alvei","67081","species"
"Mycolicibacter hiberniae","29314","species"
"Mycolicibacterium aubagnense","319707","species"
"Mycolicibacterium aurum","1791","species"
"Mycolicibacterium chitae","1792","species"
"Mycolicibacterium celeriflavum","1249101","species"
"Mycolicibacterium boenickei","146017","species"
"Mycolicibacter sinensis","875328","species"
"Mycolicibacterium austroafricanum","39687","species"
"Mycolicibacterium chubuense","1800","species"
"Mycolicibacterium fluoranthenivorans","258505","species"
"Mycolicibacterium fortuitum","1766","species"
"Mycolicibacterium fallax","1793","species"
"Mycolicibacterium confluentis","28047","species"
"Mycolicibacterium frederiksbergense","117567","species"
"Mycolicibacterium duvalii","39688","species"
"Mycolicibacterium gilvum","1804","species"
"Mycolicibacterium hassiacum","46351","species"
"Mycolicibacterium doricum","126673","species"
"Mycolicibacterium gadium","1794","species"
"Mycolicibacterium goodii","134601","species"
"Mycolicibacterium insubricum","444597","species"
"Mycolicibacterium litorale","758802","species"
"Mycolicibacterium flavescens","1776","species"
"Mycolicibacterium madagascariense","212765","species"
"Mycolicibacterium mageritense","53462","species"
"Mycolicibacterium moriokaense","39691","species"
"Mycolicibacterium monacense","85693","species"
"Mycolicibacterium neoaurum","1795","species"
"Mycolicibacterium mucogenicum","56689","species"
"Mycolicibacterium poriferae","39694","species"
"Mycolicibacterium psychrotolerans","216929","species"
"Mycolicibacterium helvum","1534349","species"
"Mycolicibacterium phlei","1771","species"
"Mycolicibacterium phocaicum","319706","species"
"Mycolicibacterium parafortuitum","39692","species"
"Mycolicibacterium rhodesiae","36814","species"
"Mycolicibacterium rutilum","370526","species"
"Mycolicibacterium smegmatis","1772","species"
"Mycolicibacterium sarraceniae","1534348","species"
"Mycolicibacterium sediminis","1286180","species"
"Mycolicibacterium septicum","98668","species"
"Mycolicibacterium thermoresistibile","1797","species"
"Mycolicibacterium tokaiense","39695","species"
"Mycoplasmopsis","2767358","genus"
"Mycoplasma agalactiae","2110","species"
"Mycolicibacterium vaccae","1810","species"
"Mycolicibacterium vanbaalenii","110539","species"
"Mycolicibacterium pulveris","36813","species"
"Mycoplasma anatis","171279","species"
"Mycoplasma anseris","92400","species"
"Mycoplasma anserisalpingitidis","519450","species"
"Mycoplasma arthritidis","2111","species"
"Mycoplasma arginini","2094","species"
"Mycoplasma amphoriforme","273136","species"
"Mycoplasma bovigenitalium","2112","species"
"Mycoplasma bovirhinis","29553","species"
"Mycoplasma bovis","28903","species"
"Mycoplasma californicum","2113","species"
"Mycoplasma bovoculi","45362","species"
"Mycoplasma capricolum","2095","species"
"Mycoplasma canis","29555","species"
"Mycoplasma citelli","171281","species"
"Mycoplasma columbinasale","114880","species"
"Mycoplasma columbinum","114881","species"
"Mycoplasma columborale","171282","species"
"Mycoplasma cynos","171284","species"
"Mycoplasma conjunctivae","45361","species"
"Mycoplasma crocodyli","50052","species"
"Mycoplasma dispar","86660","species"
"Mycoplasma feriruminatoris","1179777","species"
"Mycoplasma cloacale","92401","species"
"Mycoplasma fermentans","2115","species"
"Mycoplasma gallinaceum","29556","species"
"Mycoplasma gallisepticum","2096","species"
"Mycoplasma flocculare","2128","species"
"Mycoplasma gallopavonis","76629","species"
"Mycoplasma genitalium","2097","species"
"Mycoplasma glycophilum","171285","species"
"Mycoplasma hominis","2098","species"
"Mycoplasma hyopneumoniae","2099","species"
"Mycoplasma hyorhinis","2100","species"
"Mycoplasma leachii","2105","species"
"Mycoplasma iowae","2116","species"
"Mycoplasma maculosum","114885","species"
"Mycoplasma mobile","2118","species"
"Mycoplasma mycoides","2102","species"
"Mycoplasma nasistruthionis","353852","species"
"Mycoplasma orale","2121","species"
"Mycoplasma neurolyticum","2120","species"
"Mycoplasma penetrans","28227","species"
"Mycoplasma pneumoniae","2104","species"
"Mycoplasma phocirhinis","142650","species"
"Mycoplasma phocidae","142651","species"
"Mycoplasma phocicerebrale","142649","species"
"Mycoplasma ovipneumoniae","29562","species"
"Mycoplasma pulmonis","2107","species"
"Mycoplasma pullorum","48003","species"
"Mycoplasma salivarium","2124","species"
"Mycoplasma putrefaciens","2123","species"
"Mycoplasma struthionis","538220","species"
"Mycoplasma synoviae","2109","species"
"Myroides","76831","genus"
"Myroides odoratus","256","species"
"Mycoplasma yeatsii","51365","species"
"Myroides odoratimimus","76832","species"
"Myroides profundi","480520","species"
"Myxococcus","32","genus"
"Myxococcus xanthus","34","species"
"Myxococcus fulvus","33","species"
"Myxococcus stipitatus","83455","species"
"[Mannheimia] succiniciproducens","157673","species"
"Nakamurellales","1643684","order"
"Nakamurellaceae","85031","family"
"Nakamurella","53460","genus"
"Nakamurella panacisegetis","1090615","species"
"Nakamurella multipartita","53461","species"
"Natranaerobiales","485256","order"
"Natranaerobiaceae","485255","family"
"Natranaerobius","375928","genus"
"Natranaerobius thermophilus","375929","species"
"[Mycobacterium] stephanolepidis","1520670","species"
"Nautilia","191291","genus"
"Nautilia profundicola","244787","species"
"Neisseria","482","genus"
"Neisseria animalis","492","species"
"Neisseria animaloris","326522","species"
"Neisseria chenwenguii","1853278","species"
"Neisseria cinerea","483","species"
"Neisseria brasiliensis","2666100","species"
"Neisseria canis","493","species"
"Neisseria gonorrhoeae","485","species"
"Neisseria dentiae","194197","species"
"Neisseria elongata","495","species"
"Neisseria flavescens","484","species"
"Neisseria bacilliformis","267212","species"
"Neisseria lactamica","486","species"
"Neisseria meningitidis","487","species"
"Neisseria mucosa","488","species"
"Neisseria sicca","490","species"
"Neisseria musculi","1815583","species"
"Neisseria shayeganii","607712","species"
"Neisseria subflava","28449","species"
"Neisseria wadsworthii","607711","species"
"Neisseria weaveri","28091","species"
"Neisseria zoodegmatis","326523","species"
"Neoasaia","320496","genus"
"Neoasaia chiangmaiensis","320497","species"
"Neobacillus","2675232","genus"
"Neobacillus mesonae","1193713","species"
"Neobacillus thermocopriae","1215031","species"
"Neochlamydia","112987","genus"
"Neokomagataea","1223423","genus"
"Neokomagataea tanensis","661191","species"
"Neorhizobium","1525371","genus"
"Neorhizobium galegae","399","species"
"Neorickettsia","33993","genus"
"Neorickettsia helminthoeca","33994","species"
"Neptunomonas","75687","genus"
"Neptunomonas japonica","417574","species"
"Neptunomonas phycophila","1572645","species"
"Neptunomonas concharum","1031538","species"
"Niabella","379899","genus"
"Niabella soli","446683","species"
"Neomicrococcus","1868332","genus"
"Neomicrococcus aestuarii","556325","species"
"Nibribacter","1649474","genus"
"Nibribacter ruber","2698458","species"
"Neisseria zalophi","640030","species"
"Nitratireductor","245876","genus"
"Nissabacter","1964366","genus"
"Nitratiruptoraceae","2795691","family"
"Nitratiruptor","269258","genus"
"Niastella","354354","genus"
"Niastella koreensis","354356","species"
"Nitrobacter","911","genus"
"Nitrobacter hamburgensis","912","species"
"Sulfurovaceae","2771472","family"
"Nitratifractor","269260","genus"
"Nitratifractor salsuginis","269261","species"
"Niabella ginsenosidivorans","1176587","species"
"Nitrobacter winogradskyi","913","species"
"Nitrosococcus","1227","genus"
"Nitrosococcus oceani","1229","species"
"Nitrosococcus watsonii","473531","species"
"Nitrosomonadaceae","206379","family"
"Nitrosomonas","914","genus"
"Nitrosomonas communis","44574","species"
"Nitrosococcus wardiae","1814290","species"
"Nitrosococcus halophilus","133539","species"
"Nitrosomonas europaea","915","species"
"Nitrosomonas eutropha","916","species"
"Nitrosospira","35798","genus"
"Nitrosospira lacus","1288494","species"
"Nitrosomonas ureae","44577","species"
"Nitrosospira multiformis","1231","species"
"Nitrospira moscoviensis","42253","species"
"Nitrincola","267849","genus"
"Niveibacterium","1769726","genus"
"Niveispirillum","1543704","genus"
"Niveispirillum cyanobacteriorum","1612173","species"
"Nocardiaceae","85025","family"
"Nocardia","1817","genus"
"Nocardia brasiliensis","37326","species"
"Nocardia arthritidis","228602","species"
"Nocardia cyriacigeorgica","135487","species"
"Nocardia asteroides","1824","species"
"Nocardia farcinica","37329","species"
"Nocardia nova","37330","species"
"Nocardia otitidiscaviarum","1823","species"
"Nocardia seriolae","37332","species"
"Nocardia terpenica","455432","species"
"Nocardia wallacei","480035","species"
"Nocardia yunnanensis","2382165","species"
"Nocardioides","1839","genus"
"Nocardioides baekrokdamisoli","1804624","species"
"Nocardioides daphniae","402297","species"
"Nocardioides dokdonensis","450734","species"
"Nocardioides mesophilus","433659","species"
"Nocardioides seonyuensis","2518371","species"
"Nocardioides anomalus","2712223","species"
"Nocardioides aromaticivorans","200618","species"
"Nocardioides euryhalodurans","2518370","species"
"Nocardiopsaceae","83676","family"
"Nocardiopsis","2013","genus"
"Nocardiopsis alba","53437","species"
"Nocardiopsis dassonvillei","2014","species"
"Nodularia","159191","genus"
"Nodularia spumigena","70799","species"
"Nocardiopsis flavescens","758803","species"
"Nocardiopsis gilva","280236","species"
"Nonlabens","363408","genus"
"Nonlabens dokdonensis","328515","species"
"Nonlabens marinus","930802","species"
"Nonlabens ponticola","2496866","species"
"Nonlabens spongiae","331648","species"
"Streptosporangiaceae","2004","family"
"Nonomuraea","83681","genus"
"Nonomuraea gerenzanensis","93944","species"
"Nonomuraea nitratireducens","2656914","species"
"Nordella","169055","genus"
"Trichormus","264688","genus"
"Trichormus azollae","1164","species"
"Nostoc","1177","genus"
"Nostoc carneum","374162","species"
"Nostoc commune","1178","species"
"Nostoc edaphicum","264686","species"
"Nostoc piscinale","224012","species"
"Nostoc flagelliforme","1306274","species"
"Nostoc sp. HK-01","196308","species"
"Nostoc linckia","92942","species"
"Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont'","1618022","species"
"Nostoc sp. 'Peltigera membranacea cyanobiont' N6","1261031","species"
"Nostoc sphaeroides","446679","species"
"Novosphingobium","165696","genus"
"Novosphingobium aromaticivorans","48935","species"
"Noviherbaspirillum","1344552","genus"
"Novibacillus","1677050","genus"
"Novibacillus thermophilus","1471761","species"
"Novosphingobium ginsenosidimutans","1176536","species"
"Novosphingobium resinovorum","158500","species"
"Caenibius","2827482","genus"
"Caenibius tardaugens","169176","species"
"Novosphingobium pentaromativorans","205844","species"
"Nostoc punctiforme","272131","species"
"Oblitimonas","1849530","genus"
"Oblitimonas alkaliphila","1697053","species"
"Spongiibacteraceae","1706375","family"
"Oceanicoccus","1084558","genus"
"Oceanicoccus sagamiensis","716816","species"
"Oceanicola","252301","genus"
"Obesumbacterium","82982","genus"
"Obesumbacterium proteus","82983","species"
"Oceanihabitans","2045416","genus"
"Oceanisphaera","225143","genus"
"Oceanisphaera avium","1903694","species"
"Oceanimonas","129577","genus"
"Spirochaetaceae","137","family"
"Oceanispirochaeta","2035349","genus"
"Oceanispirochaeta crateris","2518645","species"
"Oceanithermus","208447","genus"
"Oceanithermus profundus","187137","species"
"Oceanobacillus","182709","genus"
"Oceanobacillus zhaokaii","2052660","species"
"Oceanisphaera profunda","1416627","species"
"Oceanobacillus iheyensis","182710","species"
"Brucella anthropi","529","species"
"Ochrobactrum","528","genus"
"Brucella pseudogrignonensis","419475","species"
"Octadecabacter","53945","genus"
"Octadecabacter antarcticus","1217908","species"
"Odoribacter","283168","genus"
"Odoribacter splanchnicus","28118","species"
"Oecophyllibacter","2791118","genus"
"Oecophyllibacter saccharovorans","2558360","species"
"Octadecabacter arcticus","53946","species"
"Octadecabacter temperatus","1458307","species"
"Oenococcus","46254","genus"
"Oenococcus oeni","1247","species"
"Oenococcus sicerae","2203724","species"
"Oleispira","188907","genus"
"Oleispira antarctica","188908","species"
"Oligella","90243","genus"
"Oligella urethralis","90245","species"
"Oligella ureolytica","90244","species"
"Olivibacter","376469","genus"
"Oleiphilaceae","191033","family"
"Oleiphilus","141450","genus"
"Oleiphilus messinensis","141451","species"
"Oerskovia","162491","genus"
"Olsenella","133925","genus"
"Onion yellows phytoplasma","100379","species"
"Olleya","336276","genus"
"Olsenella umbonata","604330","species"
"Opitutus","178440","genus"
"Opitutus terrae","107709","species"
"Olsenella uli","133926","species"
"Olsenella sp. oral taxon 807","712411","species"
"Oricola","1594166","genus"
"Oricola thermophila","2742145","species"
"Orientia","69474","genus"
"Orientia tsutsugamushi","784","species"
"Ornithinimicrobiaceae","2805590","family"
"Ornithinimicrobium","125287","genus"
"Ornithinimicrobium pratense","2593973","species"
"Ornithobacterium","28250","genus"
"Ornithobacterium rhinotracheale","28251","species"
"Orrella","1921582","genus"
"Olleya aquimaris","639310","species"
"Oryzomicrobium","1911577","genus"
"Oryzomicrobium terrae","1735038","species"
"Oscillatoria","1158","genus"
"Oscillatoria acuminata","118323","species"
"Oscillatoria nigro-viridis","482564","species"
"Oscillibacter","459786","genus"
"Oscillibacter valericigenes","351091","species"
"Caproicibacterium","2834348","genus"
"Caproicibacterium amylolyticum","2766537","species"
"Otariodibacter","1249016","genus"
"Otariodibacter oris","1032623","species"
"Ottowia","219181","genus"
"Ottowia oryzae","2109914","species"
"Ottowia sp. oral taxon 894","1658672","species"
"Orbus","743714","genus"
"Oxalobacter","846","genus"
"Oxalobacter formigenes","847","species"
"Owenweeksia","267986","genus"
"Owenweeksia hongkongensis","253245","species"
"Oxynema","1492710","genus"
"Paenalcaligenes","1100891","genus"
"Paenalcaligenes hominis","643674","species"
"Paenarthrobacter","1742992","genus"
"Paenarthrobacter aurescens","43663","species"
"Paenarthrobacter ureafaciens","37931","species"
"Paenibacillus","44249","genus"
"Paenibacillus albus","2495582","species"
"Paenibacillus baekrokdamisoli","1712516","species"
"Paenibacillus borealis","160799","species"
"Paenibacillus bovis","1616788","species"
"Paenibacillus cellulosilyticus","375489","species"
"Paenibacillus donghaensis","414771","species"
"Paenibacillus barcinonensis","198119","species"
"Paenibacillus chitinolyticus","79263","species"
"Paenibacillus crassostreae","1763538","species"
"Paenibacillus graminis","189425","species"
"Paenibacillus durus","44251","species"
"Paenibacillus glucanolyticus","59843","species"
"Paenibacillus beijingensis","1126833","species"
"Paenibacillus larvae","1464","species"
"Paenibacillus kribbensis","172713","species"
"Paenibacillus ihbetae","1870820","species"
"Paenibacillus lautus","1401","species"
"Paenibacillus lycopersici","2704462","species"
"Paenibacillus mucilaginosus","61624","species"
"Paenibacillus lentus","1338368","species"
"Paenibacillus naphthalenovorans","162209","species"
"Paenibacillus odorifer","189426","species"
"Paenibacillus polymyxa","1406","species"
"Paenibacillus peoriae","59893","species"
"Paenibacillus protaetiae","2509456","species"
"Paenibacillus rhizovicinus","2704463","species"
"Paenibacillus sabinae","365617","species"
"Paenibacillus sonchi","373687","species"
"Paenibacillus riograndensis","483937","species"
"Paenibacillus psychroresistens","1778678","species"
"Paenibacillus stellifer","169760","species"
"Paenibacillus thiaminolyticus","49283","species"
"Paenibacillus swuensis","1178515","species"
"Paeniclostridium","1849828","genus"
"Paeniclostridium sordellii","1505","species"
"Paenibacillus xylanexedens","528191","species"
"Paenibacillus terrae","159743","species"
"Paenisporosarcina","651660","genus"
"Paenisporosarcina antarctica","417367","species"
"Paenibacillus yonginensis","1462996","species"
"Paenibacillus uliginis","683737","species"
"Pajaroellobacter","1882917","genus"
"Pajaroellobacter abortibovis","1882918","species"
"Paludisphaera","1763521","genus"
"Paludisphaera borealis","1387353","species"
"Paludibacteraceae","2005523","family"
"Paludibacter","346096","genus"
"Paludibacter propionicigenes","185300","species"
"Panacibacter","1874621","genus"
