name,taxid,rank
"Helicobacter pylori UM032","1311573","genome"
"Helicobacter pylori SS1","102617","genome"
"Helicobacter pylori TN2wt","-1","genome"
"Helicobacter pylori UM037","1321939","genome"
"Helicobacter pylori SouthAfrica7","907239","genome"
"Helicobacter pylori UM066","1321940","genome"
"Helicobacter pylori UM299","1321938","genome"
"Helicobacter pylori XZ274","1127122","genome"
"Helicobacter sanguini","1548018","species"
"Helicobacter sanguini 15-1416 (F2)","-1","genome"
"Helicobacter pylori USU101","-1","genome"
"Helicobacter pylori v225d","637913","genome"
"Helicobacter pylori UM298","1321941","genome"
"Helicobacter sanguini 15-1458 (F3)","-1","genome"
"Helicobacter sanguini 16-048 (F4)","-1","genome"
"Helicobacter suis","104628","species"
"Helicobacter suis NHP19-4003","-1","genome"
"Helicobacter suis NHP19-4004","-1","genome"
"Helicobacter suis NHP19-4022","-1","genome"
"Helicobacter sp. MIT 01-6242","222136","genome"
"Helicobacter suis NHP19-0020","-1","genome"
"Helicobacter sanguini 97-6194-5 (F0)","-1","genome"
"Helicobacter suis SNTW101c","-1","genome"
"Helicobacter typhlonius","76936","genome"
"Helicobacter winghamensis","157268","species"
"Helicobacter winghamensis 2015D-0170","-1","genome"
"Heliobacteriaceae","31984","family"
"Heliorestis","79598","genus"
"Heliorestis convoluta","356322","species"
"Heliorestis convoluta HH","-1","genome"
"Herbaspirillum","963","genus"
"Herbaspirillum hiltneri","341045","species"
"Herbaspirillum hiltneri N3","1262470","genome"
"Herbaspirillum frisingense","92645","species"
"Herbaspirillum frisingense IAC152","-1","genome"
"Heliomicrobium","2831443","genus"
"Heliomicrobium modesticaldum","35701","species"
"Heliobacterium modesticaldum Ice1","498761","genome"
"Herbaspirillum huttiense","863372","species"
"Herbaspirillum huttiense NFYY 53159","-1","genome"
"Herbaspirillum rubrisubalbicans","80842","species"
"Herbaspirillum rubrisubalbicans Os34","1235827","genome"
"Herbaspirillum rubrisubalbicans DSM 11543","-1","genome"
"Herbaspirillum seropedicae","964","species"
"Herbaspirillum seropedicae AU13965","-1","genome"
"Herbaspirillum rubrisubalbicans M1","1078773","genome"
"Herbaspirillum seropedicae AU14040","-1","genome"
"Herbaspirillum seropedicae SmR1","757424","genome"
"Herbaspirillum seropedicae Z67","-1","genome"
"Herbinix","1663717","genus"
"Herbinix luporum","1679721","species"
"Herbinix luporum SD1D","-1","genome"
"Herminiimonas","303379","genus"
"Herminiimonas arsenicoxydans","204773","genome"
"Herbaspirillum sp. meg3","2025949","genome"
"Hyphomonadales","2800060","order"
"Hyphomonadaceae","69657","family"
"Hirschia","2723","genus"
"Hirschia baltica","2724","species"
"Hirschia baltica ATCC 49814 ATCC 59814","-1","genome"
"Herbiconiux","881616","genus"
"Herbiconiux sp. SALV-R1","2735133","genome"
"Hippea","84404","genus"
"Hippea maritima","84405","species"
"Hippea maritima DSM 10411","760142","genome"
"Herpetosiphonales","189772","order"
"Herpetosiphonaceae","189773","family"
"Herpetosiphon","64","genus"
"Herpetosiphon aurantiacus","65","species"
"Herpetosiphon aurantiacus DSM 785","316274","genome"
"Histophilus","214906","genus"
"Histophilus somni","731","species"
"Histophilus somni 129PT","205914","genome"
"Histophilus somni KLM-ASF-012","-1","genome"
"Histophilus somni ASc-MMNZ-VFA-069","-1","genome"
"Histophilus somni KLM-ASF-011","-1","genome"
"Histophilus somni KLM-ASF-013","-1","genome"
"Histophilus somni 2336","228400","genome"
"Histophilus somni KLM-ASF-01","-1","genome"
"Histophilus somni KLM-ASF-014","-1","genome"
"Histophilus somni KLM-ASF-04","-1","genome"
"Histophilus somni KLM-ASF-06","-1","genome"
"Histophilus somni KLM-ASF-09","-1","genome"
"Histophilus somni KLM-ASF-08","-1","genome"
"Histophilus somni KLM-ASF-03","-1","genome"
"Histophilus somni KLM-ASF-07","-1","genome"
"Histophilus somni UOC-AsRef-KLM-014","-1","genome"
"Histophilus somni UOC-KLM-ATR-011","-1","genome"
"Histophilus somni UOC-KLM-ATR-013","-1","genome"
"Histophilus somni UOC-KLM-ATR-012","-1","genome"
"Histophilus somni UOC-KLM-ATR-01","-1","genome"
"Histophilus somni UOC-KLM-ATR-010","-1","genome"
"Histophilus somni UOC-KLM-ATR-014","-1","genome"
"Histophilus somni UOC-KLM-ATR-03","-1","genome"
"Histophilus somni UOC_EPH_KLM_ASF_01","-1","genome"
"Histophilus somni UOC-KLM-ATR-06","-1","genome"
"Histophilus somni UOC-KLM-ATR-09","-1","genome"
"Histophilus somni UOC-KLM-ATR-08","-1","genome"
"Histophilus somni UOC_EPH_KLM_ASF_010","-1","genome"
"Histophilus somni UOC-KLM-ATR-04","-1","genome"
"Histophilus somni UOC_EPH_KLM_ASF_011","-1","genome"
"Histophilus somni UOC-KLM-ATR-07","-1","genome"
"Histophilus somni UOC_EPH_KLM_ASF_03","-1","genome"
"Histophilus somni UOC_EPH_KLM_ASF_013","-1","genome"
"Histophilus somni UOC_EPH_KLM_ASF_07","-1","genome"
"Histophilus somni UOC_EPH_KLM_ASF_06","-1","genome"
"Histophilus somni UOC_EPH_KLM_ASF_04","-1","genome"
"Histophilus somni UOC_EPH_KLM_ASF_012","-1","genome"
"Histophilus somni USDA-ARS-USMARC-63368","-1","genome"
"Histophilus somni UOC_EPH_KLM_ASF_09","-1","genome"
"Histophilus somni UOC_EPH_KLM_ASF_08","-1","genome"
"Histophilus somni USDA-ARS-USMARC-63369","-1","genome"
"Histophilus somni USDA-ARS-USMARC-63250","-1","genome"
"Histophilus somni USDA-ARS-USMARC-63255","-1","genome"
"Histophilus somni USDA-ARS-USMARC-63370","-1","genome"
"Hungateiclostridiaceae bacterium KB18","1834198","genome"
"Hoeflea","274591","genus"
"Hoeflea sp. IMCC20628","1620421","genome"
"Humibacter","427753","genus"
"Humibacter sp. WJ7-1","2599293","genome"
"Mycobacteriaceae","1762","family"
"Hoyosella","697025","genus"
"Hoyosella subflava","639313","species"
"Hoyosella subflava DQS3-9A1","443218","genome"
"Humibacter sp. BT305","2282656","genome"
"Acetivibrio clariflavus","288965","species"
"Hungateiclostridium clariflavum DSM 19732","720554","genome"
"Histophilus somni USDA-ARS-USMARC-63373","-1","genome"
"Acetivibrio thermocellus","1515","species"
"Hungateiclostridium thermocellum DSM 1313","637887","genome"
"Hungateiclostridium thermocellum ATCC 27405","203119","genome"
"Hydrocarboniclastica","2650549","genus"
"Hydrocarboniclastica marina","2259620","species"
"Hydrocarboniclastica marina soil36-7","-1","genome"
"Hungateiclostridium thermocellum DSM 2360 LQRI","-1","genome"
"Hungateiclostridium thermocellum AD2","1138384","genome"
"Hydrogenimonaceae","292630","family"
"Hydrogenimonas","223785","genus"
"Hydrogenimonas sp.","2231112","species"
"Hydrogenimonas sp. (isolate MAG)","-1","genome"
"Hydrogenobaculum","168657","genus"
"Hydrogenobaculum sp. 3684","547143","genome"
"Hydrogenobacter","939","genus"
"Hydrogenobacter thermophilus","940","species"
"Hydrogenobacter thermophilus TK-6","608538","genome"
"Hydrogenobaculum sp. SHO","547145","genome"
"Hydrogenobaculum sp. HO","547144","genome"
"Hydrogenobaculum sp. SN","547146","genome"
"Hydrogenobacter sp. T-8","1632019","genome"
"Histophilus somni USDA-ARS-USMARC-63374","-1","genome"
"Hydrogenophaga","47420","genus"
"Hydrogenophaga crassostreae","1763535","species"
"Hydrogenophaga crassostreae LPB0072","-1","genome"
"Hydrogenobaculum sp. Y04AAS1","380749","genome"
"Hydrogenophaga pseudoflava","47421","species"
"Hydrogenophaga pseudoflava DSM 1084","-1","genome"
"Hydrogenophaga sp. BA0156","2716225","genome"
"Hydrogenophaga sp. BPS33","2651974","genome"
"Hydrogenophaga sp. PAMC20947","2565558","genome"
"Hydrogenophaga sp. YM1","2806262","genome"
"Hydrogenophilalia","2008785","class"
"Hydrogenophilales","119069","order"
"Hydrogenophilaceae","206349","family"
"Hydrogenophilus","70774","genus"
"Hydrogenophilus thermoluteolus","297","species"
"Hydrogenophilus thermoluteolus TH-1","-1","genome"
"Hydrogenovibrio","28884","genus"
"Hydrogenovibrio crunogenus","39765","species"
"Hydrogenovibrio crunogenus SP-41","-1","genome"
"Hydrogenovibrio crunogenus XCL-2","317025","genome"
"Hydrogenophaga sp. RAC07","1842537","genome"
"Hydrogenophaga sp. PBC","795665","genome"
"Hydrogenophaga sp. PBL-H3","434010","genome"
"Hydrogenovibrio thermophilus","265883","species"
"Hydrogenovibrio thermophilus JR-2","-1","genome"
"Hylemonella","232523","genus"
"Hylemonella gracilis","80880","species"
"Hylemonella gracilis NS1","-1","genome"
"Hydrogenovibrio marinus","28885","species"
"Hydrogenovibrio marinus MH-110","-1","genome"
"Hymenobacter","89966","genus"
"Hymenobacter jejuensis","2502781","species"
"Hymenobacter jejuensis 17J68-5","-1","genome"
"Hymenobacter nivis","1850093","species"
"Hymenobacter nivis NBRC 111535","-1","genome"
"Hymenobacter qilianensis","1385715","species"
"Hymenobacter qilianensis JCM 19763","-1","genome"
"Hymenobacter sedentarius","1411621","species"
"Hymenobacter sedentarius DG5B","-1","genome"
"Hymenobacter oligotrophus","2319843","species"
"Hymenobacter oligotrophus sh-6","-1","genome"
"Hymenobacter sp. APR13","1356852","genome"
"Hymenobacter russus","2724192","species"
"Hymenobacter russus BT18","-1","genome"
"Hymenobacter sp. HDW8","2714932","genome"
"Hymenobacter sp. NBH84","2596915","genome"
"Hymenobacter sp. BRD128","2675878","genome"
"Hymenobacter sp. BRD67","2675877","genome"
"Hymenobacter sp. PAMC 26554","1484116","genome"
"Hymenobacter sp. DG25B","1385664","genome"
"Hymenobacter sp. DG25A","1385663","genome"
"Hymenobacter sp. S2-20-2","2761579","genome"
"Hymenobacter sp. TS19","2735321","genome"
"Hypericibacter","2705399","genus"
"Hypericibacter adhaerens","2602016","species"
"Hypericibacter adhaerens R5959","-1","genome"
"Hymenobacter swuensis","1446467","species"
"Hymenobacter swuensis DY53","1227739","genome"
"Hypericibacter terrae","2602015","species"
"Hypericibacter terrae R5913","-1","genome"
"Hyphobacterium","2004661","genus"
"Hyphobacterium sp. CCMP332","2749086","genome"
"Hyphomicrobium","81","genus"
"Hyphomicrobium denitrificans","53399","species"
"Hyphomicrobium denitrificans 1NES1","670307","genome"
"Hyphomicrobium denitrificans ATCC 51888","582899","genome"
"Hyphomicrobium sp. MC1","717785","genome"
"Hyphomonas","85","genus"
"Hyphomonas neptunium","81032","species"
"Hyphomonas neptunium ATCC 15444","228405","genome"
"Hyphomonadaceae bacterium UKL13-1","1690484","genome"
"Hyphomonas sp. CACIAM 19H1","1873716","genome"
"Hyphomicrobium nitrativorans","1427356","species"
"Hyphomicrobium nitrativorans NL23","1029756","genome"
"Hyphomicrobium sp. ghe19","2682968","genome"
"Hyphomonas sp. KY3","2016196","genome"
"[Haemophilus] ducreyi","730","species"
"[Haemophilus] ducreyi CLU2","-1","genome"
"[Haemophilus] ducreyi 35000HP","233412","genome"
"[Haemophilus] ducreyi CLU1","-1","genome"
"[Haemophilus] ducreyi FDAARGOS_297","-1","genome"
"[Haemophilus] ducreyi GHA2","-1","genome"
"[Haemophilus] ducreyi CLU4","-1","genome"
"[Haemophilus] ducreyi GHA1","-1","genome"
"Hymenobacter sp. PAMC 26628","1484118","genome"
"[Haemophilus] ducreyi GHA3","-1","genome"
"[Haemophilus] ducreyi CLU5","-1","genome"
"[Haemophilus] ducreyi CLU3","-1","genome"
"[Haemophilus] ducreyi GHA9","-1","genome"
"[Haemophilus] ducreyi GHA5","-1","genome"
"[Haemophilus] ducreyi GHA8","-1","genome"
"[Haemophilus] ducreyi GU2","-1","genome"
"[Haemophilus] ducreyi GU1","-1","genome"
"[Haemophilus] ducreyi GU5","-1","genome"
"[Haemophilus] ducreyi GU7","-1","genome"
"[Haemophilus] ducreyi GU9","-1","genome"
"[Haemophilus] ducreyi GU3","-1","genome"
"[Haemophilus] ducreyi GU6","-1","genome"
"[Haemophilus] ducreyi GU8","-1","genome"
"[Haemophilus] ducreyi VAN1","-1","genome"
"[Haemophilus] ducreyi VAN2","-1","genome"
"[Haemophilus] ducreyi VAN5","-1","genome"
"[Haemophilus] ducreyi VAN4","-1","genome"
"[Haemophilus] ducreyi VAN3","-1","genome"
"Ichthyobacteriaceae","1755828","family"
"Ichthyobacterium","1755829","genus"
"Ichthyobacterium seriolicida","242600","species"
"Ichthyobacterium seriolicida JBKA-6","-1","genome"
"Idiomarinaceae","267893","family"
"Idiomarina","135575","genus"
"Idiomarina andamanensis","1940690","species"
"Idiomarina andamanensis W-5T","-1","genome"
"Idiomarina loihiensis","135577","species"
"Idiomarina loihiensis L2TR","283942","genome"
"Idiomarina sp. X4","2055892","genome"
"Idiomarinaceae bacterium HL-53","1298881","genome"
"Ignavibacteriae","1134404","phylum"
"Ignavibacteriae bacterium","2026749","species"
"Ignavibacteriae bacterium isolate IGN2","-1","genome"
"Ignavibacteria","795747","class"
"Ignavibacteriales","795748","order"
"Ignavibacteriaceae","795749","family"
"Ignavibacterium","795750","genus"
"Ignavibacterium album","591197","species"
"Ignavibacterium album JCM 16511","945713","genome"
"Ilumatobacteraceae","2448023","family"
"Ilumatobacter","682522","genus"
"Ilumatobacter coccineus","467094","species"
"Ilumatobacter coccineus YM16-304","1313172","genome"
"[Haemophilus] ducreyi NCTC11483","-1","genome"
"Immundisolibacterales","1934945","order"
"Immundisolibacteraceae","1934946","family"
"Immundisolibacter","1934947","genus"
"Immundisolibacter cernigliae","1810504","species"
"Immundisolibacter cernigliae TR3.2","-1","genome"
"Ilyobacter","167639","genus"
"Ilyobacter polytropus","167642","species"
"Ilyobacter polytropus DSM 2926","572544","genome"
"Ignavibacteriae bacterium isolate IGN3","-1","genome"
"Idiomarina sp. OT37-5b","2100422","genome"
"Intrasporangium","53357","genus"
"Intrasporangium calvum","53358","species"
"Intrasporangium calvum DSM 43043","710696","genome"
"Intestinibaculum","2679910","genus"
"Intestinibaculum porci","2487118","species"
"Intestinibaculum porci SG0102","-1","genome"
"[Haemophilus] ducreyi GU4","-1","genome"
"Iodobacter","32014","genus"
"Iodobacter fluviatilis","537","species"
"Iodobacter fluviatilis PCH194","-1","genome"
"Iodobacter sp. H11R3","2496266","genome"
"Isoptericola","254250","genus"
"Isoptericola dokdonensis","372663","species"
"Isoptericola dokdonensis DS-3","1300344","genome"
"Idiomarina loihiensis GSL 199","1321370","genome"
"Intestinimonas","1392389","genus"
"Intestinimonas butyriciproducens","1297617","species"
"Intestinimonas butyriciproducens AF211","-1","genome"
"Intestinimonas butyriciproducens SRB-521-5-I","-1","genome"
"Intrasporangium calvum C5","-1","genome"
"Isorropodon fossajaponicum symbiont","883811","species"
"Isorropodon fossajaponicum endosymbiont JTNG4","1235284","genome"
"Isoptericola variabilis","139208","species"
"Isoptericola variabilis 225","743718","genome"
"Isosphaera","127","genus"
"Isosphaera pallida","128","species"
"Isosphaera pallida ATCC 43644","575540","genome"
"Janibacter","53457","genus"
"Janibacter limosus","53458","species"
"Janibacter limosus P3-3-X1","-1","genome"
"Janibacter sp. YB324","2761047","genome"
"Janibacter melonis","262209","species"
"Janibacter melonis M714","-1","genome"
"Janibacter indicus","857417","species"
"Janibacter indicus TT2","-1","genome"
"Janibacter terrae","103817","species"
"Janibacter terrae YFY001","-1","genome"
"Jannaschia","188905","genus"
"Jannaschia sp. CCS1","290400","genome"
"Janthinobacterium","29580","genus"
"Janthinobacterium agaricidamnosum","55508","species"
"Janthinobacterium agaricidamnosum BHSEK","-1","genome"
"Janthinobacterium agaricidamnosum NBRC 102515 = DSM 9628","1349767","genome"
"Janthinobacterium lividum","29581","species"
"Janthinobacterium lividum EIF2","-1","genome"
"Janthinobacterium sp. B9-8","1236179","genome"
"Janthinobacterium sp. 17J80-10","2497863","genome"
"Janthinobacterium lividum EIF1","-1","genome"
"Janthinobacterium sp. 1_2014MBL_MicDiv","1644131","genome"
"Janthinobacterium sp. CG23_2","1706231","genome"
"Janthinobacterium sp. HH102","1537274","genome"
"Janthinobacterium sp. LM6","1938606","genome"
"Janthinobacterium sp. Marseille","375286","genome"
"Janthinobacterium tructae","2590869","species"
"Janthinobacterium tructae ASO4wet","-1","genome"
"Jejubacter","2815296","genus"
"Jejubacter calystegiae","2579935","species"
"Jejubacter calystegiae KSNA2","-1","genome"
"Janthinobacterium sp. PLB02","2808899","genome"
"Janthinobacterium svalbardensis","368607","species"
"Janthinobacterium svalbardensis PAMC 27463","-1","genome"
"Jatrophihabitantales","2805415","order"
"Jatrophihabitantaceae","2805416","family"
"Jatrophihabitans","1434010","genus"
"Jatrophihabitans sp. GAS493","1907575","genome"
"Jeongeupia","885864","genus"
"Jeongeupia sp. HS-3","1009682","genome"
"Jeongeupia sp. USM3","1906741","genome"
"Jeotgalibaca","1470540","genus"
"Jeotgalibaca porci","1868793","species"
"Jeotgalibaca porci CCUG 69148","-1","genome"
"Jeotgalibaca dankookensis","708126","species"
"Jeotgalibaca dankookensis EX-07","-1","genome"
"Jeotgalibaca arthritidis","1868794","species"
"Jeotgalibaca arthritidis CECT 9157","-1","genome"
"Jeotgalibaca ciconiae","2496265","species"
"Jeotgalibaca ciconiae H21T32","-1","genome"
"Jeotgalibaca sp. PTS2502","1903686","genome"
"Planococcaceae","186818","family"
"Jeotgalibacillus","157226","genus"
"Jeotgalibacillus malaysiensis","1508404","species"
"Jeotgalibacillus malaysiensis D5","-1","genome"
"Staphylococcaceae","90964","family"
"Jeotgalicoccus","227979","genus"
"[Micrococcus] candicans","946432","species"
"Jeotgalicoccus sp. ATCC 8456","946435","genome"
"Jiangellales","1217098","order"
"Jiangellaceae","1217100","family"
"Jiangella","281472","genus"
"Jiangella alkaliphila","419479","species"
"Jiangella alkaliphila DSM 45079","-1","genome"
"Jiangella sp. DSM 45060","1798224","genome"
"Budviciaceae","1903416","family"
"Jinshanibacter","2810357","genus"
"Jinshanibacter zhutongyuii","2498113","species"
"Jinshanibacter zhutongyuii CF-458","-1","genome"
"Jonesiaceae","85022","family"
"Jonesia","43673","genus"
"Jonesia denitrificans","43674","species"
"Jonesia denitrificans DSM 20603","471856","genome"
"Jonesia denitrificans FDAARGOS_301","-1","genome"
"Kaistella antarctica","266748","species"
"Kaistella antarctica NCTC13489","-1","genome"
"Jonesia denitrificans NCTC10816","-1","genome"
"Kaistiaceae","2831111","family"
"Kaistia","166953","genus"
"Kaistia sp. 32K","2795690","genome"
"Kaistella jeonii","266749","species"
"Kaistella jeonii NCTC13459","-1","genome"
"Kaistella flava (ex Peng et al. 2021)","2038776","species"
"Kaistella flava 7-3A","-1","genome"
"Kangiellaceae","1920240","family"
"Kangiella","261963","genus"
"Kangiella koreensis","261964","species"
"Kangiella koreensis DSM 16069","523791","genome"
"Keratinibaculum","1354809","genus"
"Keratinibaculum paraultunense","1278232","species"
"Keratinibaculum paraultunense KD-1","-1","genome"
"Kangiella profundi","1561924","species"
"Kangiella profundi FT102","-1","genome"
"Kangiella sediminilitoris","1144748","species"
"Kangiella sediminilitoris KCTC 23892","-1","genome"
"Kangiella geojedonensis","914150","species"
"Kangiella geojedonensis YCS-5","-1","genome"
"Ketobacter","2025617","genus"
"Ketobacter alkanivorans","1917421","species"
"Ketobacter alkanivorans GI5","-1","genome"
"Kerstersia","257820","genus"
"Kerstersia gyiorum","206506","species"
"Kerstersia gyiorum SWMUKG01","-1","genome"
"Ketogulonicigenium","92944","genus"
"Ketogulonicigenium vulgare","92945","species"
"Ketogulonicigenium vulgare SPU B805","-1","genome"
"Ketogulonicigenium vulgare Y25","880591","genome"
"Ketogulonicigenium robustum","92947","species"
"Ketogulonicigenium robustum SPU_B003","-1","genome"
"Ketogulonicigenium vulgare Hbe602","-1","genome"
"Ketogulonicigenium vulgare WSH-001","759362","genome"
"Ketogulonicigenium vulgare SKV","-1","genome"
"Kibdelosporangium","2029","genus"
"Kibdelosporangium phytohabitans","860235","species"
"Kibdelosporangium phytohabitans KLBMP1111","-1","genome"
"Kineosporiales","622452","order"
"Kineosporiaceae","83778","family"
"Kineococcus","33981","genus"
"Kineococcus radiotolerans","131568","species"
"Kineococcus radiotolerans SRS30216 = ATCC BAA-149","266940","genome"
"Kingella","32257","genus"
"Kingella kingae","504","species"
"Kingella kingae ATCC 23332","-1","genome"
"Kingella denitrificans","502","species"
"Kingella denitrificans FDAARGOS_1060","-1","genome"
"Kingella kingae F41215CHC","-1","genome"
"Kingella kingae KWG1","-1","genome"
"Kingella kingae NCTC10529","-1","genome"
"Kingella oralis","505","species"
"Kingella oralis DSM 18271","-1","genome"
"Kiritimatiellaeota","134625","phylum"
"Kiritimatiellae","1921781","class"
"Kiritimatiellales","1921782","order"
"Kiritimatiellaceae","1921783","family"
"Kiritimatiella","1921784","genus"
"Kiritimatiella glycovorans","1307763","species"
"Kiritimatiella glycovorans L21-Fru-AB","-1","genome"
"Kinneretia","683756","genus"
"Kinneretia sp. DAIF2","2714952","genome"
"Kibdelosporangium sp. MJ126-NF4","703222","genome"
"Kineobactrum","2678529","genus"
"Kineobactrum salinum","2708301","species"
"Kineobactrum salinum M2","-1","genome"
"Streptomycetales","85011","order"
"Streptomycetaceae","2062","family"
"Kitasatospora","2063","genus"
"Kitasatospora albolonga","68173","species"
"Kitasatospora albolonga YIM 101047","-1","genome"
"Kitasatospora aureofaciens","1894","species"
"Kitasatospora aureofaciens DM-1","-1","genome"
"Kingella kingae ATCC 23331","-1","genome"
"Kitasatospora sp. MMS16-BH015","2018025","genome"
"Klebsiella","570","genus"
"Klebsiella aerogenes","548","species"
"Klebsiella aerogenes 035","-1","genome"
"Klebsiella aerogenes 18-2341","-1","genome"
"Klebsiella aerogenes AR_0009","-1","genome"
"Kitasatospora sp. NA04385","2742135","genome"
"Klebsiella aerogenes AR_0018","-1","genome"
"Kitasatospora setae","2066","species"
"Kitasatospora setae KM-6054","452652","genome"
"Klebsiella aerogenes AR_0161","-1","genome"
"Klebsiella aerogenes C9","-1","genome"
"Kiritimatiellaeota bacterium S-5007","2697043","genome"
"Klebsiella aerogenes EA1509E","935296","genome"
"Klebsiella aerogenes CAV1320","-1","genome"
"Klebsiella aerogenes EA46506","-1","genome"
"Klebsiella aerogenes FDAARGOS_139","-1","genome"
"Klebsiella aerogenes FDAARGOS_152","-1","genome"
"Klebsiella aerogenes FDAARGOS_363","-1","genome"
"Klebsiella aerogenes FDAARGOS_513","-1","genome"
"Klebsiella aerogenes Colony365","-1","genome"
"Klebsiella aerogenes Colony371","-1","genome"
"Klebsiella aerogenes FDAARGOS_641","-1","genome"
"Klebsiella aerogenes G7","-1","genome"
"Klebsiella aerogenes HNHF1","-1","genome"
"Klebsiella aerogenes AR_0062","-1","genome"
"Klebsiella aerogenes Ka37751","-1","genome"
"Klebsiella aerogenes G3_AM","-1","genome"
"Klebsiella aerogenes KA_P10_L5_03.19","-1","genome"
"Klebsiella aerogenes KCTC 2190","1028307","genome"
"Klebsiella aerogenes LU2","-1","genome"
"Klebsiella aerogenes AR_0007","-1","genome"
"Klebsiella aerogenes NCTC9644","-1","genome"
"Klebsiella aerogenes NCTC8846","-1","genome"
"Klebsiella aerogenes NCTC10317","-1","genome"
"Klebsiella aerogenes NCTC10006","-1","genome"
"Klebsiella aerogenes NCTC418","-1","genome"
"Klebsiella aerogenes FDAARGOS_327","-1","genome"
"Klebsiella aerogenes NCTC9652","-1","genome"
"Klebsiella aerogenes NCTC9668","-1","genome"
"Klebsiella aerogenes NCTC9793","-1","genome"
"Klebsiella aerogenes NCTC9735","-1","genome"
"Klebsiella aerogenes NCTC9667","-1","genome"
"Klebsiella aerogenes RHBSTW-00898","-1","genome"
"Klebsiella aerogenes RHBSTW-00938","-1","genome"
"Klebsiella aerogenes WP5-W18-CRE-01","-1","genome"
"Klebsiella grimontii","2058152","species"
"Klebsiella grimontii 2481359","-1","genome"
"Klebsiella grimontii 5512.56","-1","genome"
"Klebsiella grimontii RHBSTW-00634","-1","genome"
"Klebsiella grimontii KOX 60","-1","genome"
"Klebsiella africana","2489010","species"
"Klebsiella africana FF1003","-1","genome"
"Klebsiella aerogenes Y6","-1","genome"
"Klebsiella grimontii RHBSTW-00866","-1","genome"
"Klebsiella aerogenes Y3","-1","genome"
"Klebsiella huaxiensis","2153354","species"
"Klebsiella huaxiensis WCHKl090001","-1","genome"
"Klebsiella aerogenes Y1","-1","genome"
"Klebsiella aerogenes NCTC9997","-1","genome"
"Klebsiella michiganensis","1134687","species"
"Klebsiella michiganensis AR375","-1","genome"
"Klebsiella michiganensis BD-50-Km","-1","genome"
"Klebsiella michiganensis Biosolid 27","-1","genome"
"Klebsiella michiganensis B106","-1","genome"
"Klebsiella michiganensis AKKL-001","-1","genome"
"Klebsiella michiganensis E718","1191061","genome"
"Klebsiella michiganensis 7525","-1","genome"
"Klebsiella michiganensis F107","-1","genome"
"Klebsiella michiganensis FDAARGOS_647","-1","genome"
"Klebsiella michiganensis HKOPL1","1308980","genome"
"Klebsiella michiganensis 12084","-1","genome"
"Klebsiella michiganensis C52","-1","genome"
"Klebsiella michiganensis K516","-1","genome"
"Klebsiella michiganensis K518","-1","genome"
"Klebsiella michiganensis KCTC 1686","1006551","genome"
"Klebsiella michiganensis M1","-1","genome"
"Klebsiella michiganensis AACKY","-1","genome"
"Klebsiella michiganensis LDS17","-1","genome"
"Klebsiella michiganensis RC10","-1","genome"
"Klebsiella michiganensis M82255","-1","genome"
"Klebsiella michiganensis BD177","-1","genome"
"Klebsiella michiganensis Kmfe267","-1","genome"
"Klebsiella michiganensis RHBSTW-00909","-1","genome"
"Klebsiella michiganensis THO-011","-1","genome"
"Klebsiella oxytoca","571","species"
"Klebsiella oxytoca AR_0028","-1","genome"
"Klebsiella michiganensis RHBSTW-00409","-1","genome"
"Klebsiella oxytoca AR380","-1","genome"
"Klebsiella oxytoca CAV1099","-1","genome"
"Klebsiella oxytoca CAV1335","-1","genome"
"Klebsiella oxytoca AR_0147","-1","genome"
"Klebsiella oxytoca CAV1015","-1","genome"
"Klebsiella oxytoca CAV1374","-1","genome"
"Klebsiella oxytoca CAV1752","-1","genome"
"Klebsiella oxytoca FDAARGOS_335","-1","genome"
"Klebsiella oxytoca JKo3","-1","genome"
"Klebsiella oxytoca KONIH2","-1","genome"
"Klebsiella oxytoca KONIH4","-1","genome"
"Klebsiella oxytoca IR5392","-1","genome"
"Klebsiella oxytoca KONIH5","-1","genome"
"Klebsiella oxytoca KONIH1","1333852","genome"
"Klebsiella oxytoca FDAARGOS_500","-1","genome"
"Klebsiella oxytoca P620","-1","genome"
"Klebsiella oxytoca RHBSTW-00452","-1","genome"
"Klebsiella pneumoniae","573","species"
"Klebsiella pneumoniae 002SK2","-1","genome"
"Klebsiella pneumoniae 08EU827","-1","genome"
"Klebsiella oxytoca NCTC11356","-1","genome"
"Klebsiella oxytoca NCTC13727","-1","genome"
"Klebsiella pneumoniae 10553","-1","genome"
"Klebsiella pneumoniae 11311","-1","genome"
"Klebsiella pneumoniae 11420","-1","genome"
"Klebsiella pneumoniae 11454","-1","genome"
"Klebsiella pneumoniae 11305","-1","genome"
"Klebsiella oxytoca NCTC9146","-1","genome"
"Klebsiella pneumoniae 11021","-1","genome"
"Klebsiella pneumoniae 11492","-1","genome"
"Klebsiella pneumoniae 121","-1","genome"
"Klebsiella pneumoniae 13004","-1","genome"
"Klebsiella pneumoniae 13190","-1","genome"
"Klebsiella oxytoca NCTC11355","-1","genome"
"Klebsiella pneumoniae 16HN-263","-1","genome"
"Klebsiella pneumoniae 18-2374","-1","genome"
"Klebsiella pneumoniae 1756","-1","genome"
"Klebsiella pneumoniae 16_GR_13","-1","genome"
"Klebsiella pneumoniae 1050","-1","genome"
"Klebsiella pneumoniae 18CPO060","-1","genome"
"Klebsiella pneumoniae 2018C01-239","-1","genome"
"Klebsiella pneumoniae 1_GR_13","-1","genome"
